試合種別ID,試合種別名略,チームID,チーム名略,選手ID,選手名,選手名英略,ポジション,背番号,出生地,身長,体重,生年月日,所属チーム履歴,Jリーグ通算出場数(J1),Jリーグ通算出場数(J2),Jリーグ通算出場数(J3),Jリーグ初出場年月日,Jリーグ初出場試合名,初出場チーム名略称,初出場相手チーム名略称,初出場競技場名略称,Jリーグ初得点年月日,Jリーグ初得点試合名,Jリーグ初得点チーム名略称,Jリーグ初得点相手チーム名略称,Jリーグ初得点初出場競技場名略称,現所属F,SkillCorner選手ID,SkillCorner選手ID_2025
249,Ｊ１百年構想,132,柏,1617910,渡井　理己,WATAI Masaki,MF,11,静岡県,168,66,19990718,富丘サッカースポーツ少年団-リベルダージＦＣ-静岡学園高-徳島ヴォルティス-ボアヴィスタＦＣ／ポルトガル-徳島ヴォルティス,55,92,0,20190330,明治安田J2第6節,徳島,新潟,鳴門大塚,20190615,明治安田J2第18節,徳島,横浜FC,ニッパツ,1,188381,188381
249,Ｊ１百年構想,132,柏,1620802,山田　雄士,YAMADA Yuto,MF,6,千葉県,169,63,20000517,ＦＣ高津-柏レイソルＵ－１５-柏レイソルＵ－１８-柏レイソル-栃木ＳＣ,76,25,0,20200722,明治安田J1第6節,柏,浦和,埼玉,20230503,明治安田J2第13節,栃木,金沢,カンセキ,1,254504,254504
249,Ｊ１百年構想,132,柏,1627551,大久保　智明,OKUBO Tomoaki,MF,14,東京都,170,62,19980723,ビートルイレブン-東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-中央大-浦和レッズ,110,0,0,20210317,明治安田J1第5節,浦和,札幌,埼玉,20210911,明治安田J1第28節,浦和,横浜FC,ニッパツ,1,151017,151017
249,Ｊ１百年構想,132,柏,1634324,久保　藤次郎,KUBO Tojiro,MF,24,愛知県,167,64,19990405,ＦＣヴェルダン-グランパスみよしＦＣ-帝京大可児高-中京大-藤枝ＭＹＦＣ-名古屋グランパス-サガン鳥栖-名古屋グランパス,59,27,36,20210626,明治安田J3第13節,藤枝,宮崎,藤枝サ,20210919,明治安田J3第19節,藤枝,福島,藤枝サ,1,731816,731816
249,Ｊ１百年構想,132,柏,1635453,中川　敦瑛,NAKAGAWA Nobuteru,MF,39,神奈川県,173,71,20020515,横浜サッカークラブつばさ-横浜ＦＣＪｒユース-横浜ＦＣユース-法政大,21,0,0,20250510,明治安田J1第16節,柏,岡山,三協Ｆ柏,20250810,明治安田J1第25節,柏,湘南,三協Ｆ柏,1,1006291,896131
249,Ｊ１百年構想,132,柏,1635485,山内　日向汰,YAMAUCHI Hinata,MF,87,愛知県,170,66,20010530,横浜バディＳＣ-横浜港北ＳＣ-川崎フロンターレＵ－１２-川崎フロンターレＵ－１５-川崎フロンターレＵ－１８-桐蔭横浜大-川崎フロンターレ-ベガルタ仙台-川崎フロンターレ,19,8,0,20240330,明治安田J1第5節,川崎Ｆ,FC東京,Ｕ等々力,20250215,明治安田J1第1節,川崎Ｆ,名古屋,Ｕ等々力,1,810776,810776
249,Ｊ１百年構想,132,柏,1636246,土屋　巧,TSUCHIYA Takumi,MF,34,栃木県,180,77,20031025,ともぞうＳＣジュニア-ヴェルフェたかはら那須-ウイングスＳＣ-日本体育大柏高-柏レイソル-ヴァンフォーレ甲府,41,30,0,20220806,明治安田J1第24節,柏,京都,サンガＳ,20250309,明治安田J2第4節,甲府,藤枝,ＪＩＴス,1,254455,254455
249,Ｊ１百年構想,132,柏,1637046,熊坂　光希,KUMASAKA Koki,MF,27,埼玉県,185,80,20010415,彦成ＦＣ-南郷ＦＣ-戸ヶ崎イレブン-柏レイソルＵ－１５-柏レイソルＵ－１８-東京国際大,28,0,0,20240330,明治安田J1第5節,柏,新潟,デンカＳ,,,,,,1,816677,895949
249,Ｊ１百年構想,132,柏,1637253,島野　怜,SHIMANO Rei,MF,38,石川県,183,83,20040107,愛知ＦＣ　Ｕ－１２-美川ＦＣジュニア-鹿島アントラーズＪｒユース-仙台育英学園高-明治大,0,0,0,,,,,,,,,,,1,1045799,
249,Ｊ１百年構想,132,柏,1641583,古谷　柊介,FURUYA Shusuke,MF,30,千葉県,174,73,20050126,柏レイソルＡ．Ａ．ＴＯＲ’８２-日本体育大柏高-東京国際大在学中,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,132,柏,1643559,岩永　創太,IWANAGA Sota,MF,33,熊本県,166,64,20051007,ＣＯＳＭＯＳ．ＳＣ-ＵＫＩ－Ｃ．ＦＣ-アビスパ福岡Ｕ－１８-九州産業大在学中,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,132,柏,1649826,長南　開史,CHONAN Kaiji,MF,23,栃木県,176,70,20090407,柳崎ＳＣジュニア-柏レイソルＵ－１２-柏レイソルＵ－１５,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,132,柏,1651576,角田　惠風,TSUNODA Yoshikaze,MF,37,神奈川県,171,68,20030818,鵠南ＦＣ-ＳＣＨ　ＦＣ-横浜Ｆ・マリノスＪｒユース追浜-横浜Ｆ・マリノスユース-慶応義塾大,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,132,柏,1600141,垣田　裕暉,KAKITA Yuki,FW,18,群馬県,187,78,19970714,板倉ＳＣジュニア-鹿島アントラーズＪｒユース-鹿島アントラーズユース-鹿島アントラーズ-ツエーゲン金沢-鹿島アントラーズ-ツエーゲン金沢-鹿島アントラーズ-ツエーゲン金沢-鹿島アントラーズ-徳島ヴォルティス-鹿島アントラーズ-サガン鳥栖-鹿島アントラーズ,151,147,0,20160713,明治安田J1 2nd第3節,鹿島,名古屋,カシマ,20170811,明治安田J2第27節,金沢,山形,ＮＤスタ,1,254465,254465
249,Ｊ１百年構想,132,柏,1625303,細谷　真大,HOSOYA Mao,FW,9,茨城県,178,78,20010907,柏レイソルＡ．Ａ．ＴＯＲ’８２-柏レイソルＵ－１５-柏レイソルＵ－１８,165,6,0,20190330,明治安田J2第6節,柏,東京Ｖ,味スタ,20210703,明治安田J1第21節,柏,横浜FM,三協Ｆ柏,1,254449,254449
249,Ｊ１百年構想,132,柏,1632203,小見　洋太,KOMI Yota,FW,15,埼玉県,169,67,20020811,ＦＣリアン-ＦＣ　ＬＡＶＩＤＡ-昌平高-アルビレックス新潟,81,27,0,20211031,明治安田J2第36節,新潟,岡山,Ｃスタ,20220521,明治安田J2第17節,新潟,横浜FC,デンカＳ,1,606993,606993
249,Ｊ１百年構想,132,柏,1637066,古澤　ナベル慈宇,FURUSAWA NaberuYoshitaka,FW,36,埼玉県,182,86,20030328,ＰＩＯＮＥＩＲＯ-クリアージュＦＣ-青森山田高-東京国際大,0,0,0,,,,,,,,,,,1,,896132
249,Ｊ１百年構想,270,FC東京,801425,キム　スンギュ,KIM Seung Gyu,GK,81,大韓民国,189,83,19900930,チョナ小／大韓民国-ヒョンデ中／大韓民国-ヒョンデ高／大韓民国-蔚山現代ＦＣ／大韓民国-ヴィッセル神戸-蔚山現代ＦＣ／大韓民国-柏レイソル-アル　シャバブ／サウジアラビア,193,0,0,20160227,明治安田J1 1st第1節,神戸,甲府,ノエスタ,,,,,,1,11917,11917
249,Ｊ１百年構想,270,FC東京,1636249,田中　颯,TANAKA Hayate,GK,1,東京都,184,79,19990610,東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-京都産業大-徳島ヴォルティス,0,60,0,20230312,明治安田J2第4節,徳島,東京Ｖ,鳴門大塚,,,,,,1,790933,790933
249,Ｊ１百年構想,270,FC東京,1636506,小林　将天,KOBAYASHI Masataka,GK,31,東京都,191,87,20050920,荻小ＳＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,978598,896124
249,Ｊ１百年構想,270,FC東京,1642031,後藤　亘,GOTO Wataru,GK,58,千葉県,193,85,20060508,Ｗｉｎｇｓ　Ｕ－１２-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,1646458,新堀　恵太,NIIBORI Keita,GK,52,東京都,191,84,20080925,松が谷ＦＣ-Ｇｒａｎｔ　ＦＣ-ＦＣ東京Ｕ－１５むさし,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,1646459,渡邊　麻舟,WATANABE Matthew,GK,51,東京都,186,85,20080424,ＦＣトリプレッタ-ＦＣ東京Ｕ－１５深川,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,600085,森重　真人,MORISHIGE Masato,DF,3,広島県,183,80,19870521,高陽ＦＣ-サンフレッチェ広島Ｊｒユース-広島皆実高-大分トリニータ,513,37,0,20060312,J1第2節,大分,広島,九石ド,20071201,J1第34節,大分,新潟,東北電ス,1,26850,26850
249,Ｊ１百年構想,270,FC東京,701087,長友　佑都,NAGATOMO Yuto,DF,5,愛媛県,170,68,19860912,神拝小-北中-東福岡高-明治大-ＦＣ東京-チェゼーナ／イタリア-ＦＣ東京-チェゼーナ／イタリア-インテル　ミラノ／イタリア-チェゼーナ／イタリア-インテル　ミラノ／イタリア-ガラタサライ／トルコ-オリンピック　マルセイユ／フランス,197,0,0,20080308,J1第1節,Ｆ東京,神戸,味スタ,20080503,J1第10節,Ｆ東京,大宮,ＮＡＣＫ,1,11062,11062
249,Ｊ１百年構想,270,FC東京,1400642,木本　恭生,KIMOTO Yasuki,DF,4,静岡県,184,78,19930806,富士見台サッカースポーツ少年団-静岡学園中-静岡学園高-福岡大-セレッソ大阪-名古屋グランパス-ＦＣ東京-サガン鳥栖,216,7,23,20160313,明治安田J3第1節,Ｃ大23,盛岡,金鳥スタ,20160608,明治安田J2第17節,Ｃ大阪,長崎,長崎県立,1,26820,26820
249,Ｊ１百年構想,270,FC東京,1400645,室屋　成,MUROYA Sei,DF,2,大阪府,176,70,19940405,ゼッセル熊取ＦＣ-青森山田高-明治大-ＦＣ東京-ハノーファー９６／ドイツ,125,0,5,20160612,明治安田J3第12節,Ｆ東23,藤枝,味フィ西,20180411,明治安田J1第7節,FC東京,鹿島,味スタ,1,26855,26855
249,Ｊ１百年構想,270,FC東京,1502901,アレクサンダー　ショルツ,ALEXANDER SCHOLZ,DF,24,デンマーク,189,84,19921024,ヴェイレＢＫ／デンマーク-ＵＭＦストヤルナン／アイスランド-スポルティング　ロケレン／ベルギー-スタンダール　リエージュ／ベルギー-クラブ　ブルージュ／ベルギー-ＦＣミッティラン／デンマーク-浦和レッズ-アル　ワクラＳＣ／カタール,110,0,0,20210814,明治安田J1第24節,浦和,鳥栖,浦和駒場,20220319,明治安田J1第5節,浦和,磐田,埼玉,1,544,544
249,Ｊ１百年構想,270,FC東京,1618671,バングーナガンデ　佳史扶,BANGNAGANDE Kashif,DF,6,東京都,176,74,20010924,ＦＣアビリスタ-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８,68,0,25,20180311,明治安田J3第1節,Ｆ東23,沼津,夢の島,20220827,明治安田J1第27節,FC東京,柏,三協Ｆ柏,1,254426,254426
249,Ｊ１百年構想,270,FC東京,1625428,大森　理生,OMORI Rio,DF,15,東京都,186,82,20020721,ＪＡＣＰＡ東京ＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８-ＦＣ東京-ＦＣ琉球-ＦＣ東京-大宮アルディージャ-ＦＣ東京-いわきＦＣ-ＦＣ東京-ＦＣ今治,1,102,21,20190505,明治安田J3第8節,Ｆ東23,Ｃ大23,味フィ西,20220706,明治安田J2第25節,琉球,岩手,いわスタ,1,798092,798092
249,Ｊ１百年構想,270,FC東京,1630141,橋本　健人,HASHIMOTO Kento,DF,42,神奈川県,173,68,19991208,横浜港北ＳＣ-横浜ＦＣＪｒユース-横浜ＦＣユース-慶応大-レノファ山口ＦＣ-横浜ＦＣ-レノファ山口ＦＣ-徳島ヴォルティス-アルビレックス新潟,43,74,0,20200715,明治安田J2第5節,山口,徳島,鳴門大塚,20211205,明治安田J2第42節,山口,愛媛,ニンスタ,1,606625,606625
249,Ｊ１百年構想,270,FC東京,1636504,東　廉太,HIGASHI Renta,DF,50,山口県,190,84,20040617,柳東サッカースポーツ少年団-高川学園中-ＦＣ東京Ｕ－１８-ＦＣ東京-ＳＣ相模原-ＦＣ東京-ギラヴァンツ北九州,0,0,16,20230805,明治安田J3第21節,相模原,讃岐,ギオンス,,,,,,1,254527,254527
249,Ｊ１百年構想,270,FC東京,1636505,土肥　幹太,DOI Kanta,DF,32,東京都,186,78,20041110,Ｏｄｄ　Ｐｅｒｓｏｎ　Ｊｕｎｉｏｒ　ＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,38,0,0,20231203,明治安田J1第34節,FC東京,湘南,レモンＳ,,,,,,1,750521,750521
249,Ｊ１百年構想,270,FC東京,1637095,稲村　隼翔,INAMURA Hayato,DF,17,東京都,182,72,20020506,ＦＣ東京Ｕ－１５深川-前橋育英高-東洋大-アルビレックス新潟-セルティックＦＣ／スコットランド,28,0,0,20240427,明治安田J1第10節,新潟,FC東京,デンカＳ,20250621,明治安田J1第21節,新潟,福岡,ベススタ,1,818625,890359
249,Ｊ１百年構想,270,FC東京,1643405,鈴木　楓,SUZUKI Kaede,DF,44,東京都,180,78,20070605,ホワイトダックスＳ．Ｃ．-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,900048,東　慶悟,HIGASHI Keigo,MF,10,福岡県,178,72,19900720,深町ＳＣ-若松中-大分トリニータＵ－１８-大分トリニータ-大宮アルディージャ,410,29,0,20090404,J1第4節,大分,浦和,埼玉,20090801,J1第20節,大分,名古屋,九石ド,1,26847,26847
249,Ｊ１百年構想,270,FC東京,1000641,橋本　拳人,HASHIMOTO Kento,MF,18,東京都,183,74,19930816,フナトアミーゴＳＣ-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８-ＦＣ東京-ロアッソ熊本-ＦＣ東京-ロアッソ熊本-ＦＣ東京-ＦＣロストフ／ロシア連邦-ヴィッセル神戸-ＳＤウエスカ／スペイン-ＳＤエイバル／スペイン,169,60,5,20130503,J2第12節,熊本,水戸,うまスタ,20150607,明治安田J1 1st第15節,FC東京,松本,松本,1,26851,26851
249,Ｊ１百年構想,270,FC東京,1400051,小泉　慶,KOIZUMI Kei,MF,37,東京都,171,70,19950419,柏ラッセルＦＣ-横浜Ｆ・マリノスプライマリー-横浜Ｆ・マリノスＪｒユース-流通経済大付属柏高-アルビレックス新潟-柏レイソル-鹿島アントラーズ-サガン鳥栖,321,1,1,20140329,J1第5節,新潟,Ｃ大阪,金鳥スタ,20150711,明治安田J1 2nd第1節,新潟,鹿島,デンカＳ,1,26884,26884
249,Ｊ１百年構想,270,FC東京,1600022,高　宇洋,KO Takahiro,MF,8,神奈川県,172,69,19980420,ＦＣ中原-川崎フロンターレＵ－１２-川崎フロンターレＵ－１５-市立船橋高-ガンバ大阪-レノファ山口ＦＣ-ガンバ大阪-レノファ山口ＦＣ-ガンバ大阪-アルビレックス新潟,117,133,51,20170312,明治安田J3第1節,Ｇ大23,鳥取,吹田Ｓ,20180401,明治安田J3第5節,Ｇ大23,藤枝,吹田Ｓ,1,606995,606995
249,Ｊ１百年構想,270,FC東京,1600177,遠藤　渓太,ENDO Keita,MF,22,神奈川県,176,73,19971122,二俣川ＳＣ-横浜Ｆ・マリノスＪｒユース-横浜Ｆ・マリノスユース-横浜Ｆ・マリノス-１．ＦＣ　ウニオンベルリン／ドイツ-アイントラハト　ブラウンシュヴァイク／ドイツ-１．ＦＣ　ウニオンベルリン／ドイツ,153,0,0,20160312,明治安田J1 1st第3節,横浜FM,新潟,デンカＳ,20170930,明治安田J1第28節,横浜FM,Ｇ大阪,吹田Ｓ,1,27040,27040
249,Ｊ１百年構想,270,FC東京,1627192,常盤　亨太,TOKIWA Kyota,MF,27,東京都,173,69,20020409,レジスタＦＣ-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８-明治大,7,0,15,20190608,明治安田J3第11節,Ｆ東23,長野,味フィ西,20191109,明治安田J3第30節,Ｆ東23,秋田,夢の島,1,999864,896123
249,Ｊ１百年構想,270,FC東京,1628223,山田　楓喜,YAMADA Fuki,MF,71,滋賀県,181,73,20010710,土山スポーツ少年団-京都サンガF.C.Ｕ－１５-京都サンガF.C.Ｕ－１８-京都サンガF.C.-東京ヴェルディ-京都サンガF.C.-ＣＤナシオナル／ポルトガル-京都サンガF.C.,64,0,0,20220402,明治安田J1第6節,京都,神戸,ノエスタ,20220402,明治安田J1第6節,京都,神戸,ノエスタ,1,255019,255019
249,Ｊ１百年構想,270,FC東京,1636503,荒井　悠汰,ARAI Yuta,MF,48,埼玉県,175,71,20040613,ＦＣ白岡南-ＦＣ　ＬＡＶＩＤＡ-昌平高-ＦＣ東京-カターレ富山,2,0,3,20230304,明治安田J1第3節,FC東京,京都,サンガＳ,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,1636792,俵積田　晃太,TAWARATSUMIDA Kota,MF,33,神奈川県,175,73,20040514,ＡＲＴＥ八王子ＦＣジュニア-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,94,0,0,20230226,明治安田J1第2節,FC東京,柏,三協Ｆ柏,20230923,明治安田J1第28節,FC東京,鳥栖,味スタ,1,606607,606607
249,Ｊ１百年構想,270,FC東京,1641151,佐藤　龍之介,SATO Ryunosuke,MF,23,東京都,171,65,20061016,ＪＡＣＰＡ東京ＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８-ＦＣ東京-ファジアーノ岡山,31,0,0,20240421,明治安田J1第9節,FC東京,町田,味スタ,20250402,明治安田J1第8節,岡山,Ｃ大阪,ヨドコウ,1,799402,799402
249,Ｊ１百年構想,270,FC東京,1643407,菅原　悠太,SUGAWARA Yuta,MF,21,東京都,173,67,20070907,ＦＣ保谷-ＪＡＣＰＡ東京ＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,1065737,
249,Ｊ１百年構想,270,FC東京,1644476,田中　希和,TANAKA Kio,MF,38,東京都,172,66,20070807,府中新町ＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,270,FC東京,1646471,北原　槙,KITAHARA Maki,MF,77,東京都,175,68,20090707,ＪＡＣＰＡ東京ＦＣ-ＦＣ東京Ｕ－１５むさし,7,0,0,20250301,明治安田J1第4節,FC東京,鹿島,カシマ,,,,,,1,1000908,896247
249,Ｊ１百年構想,270,FC東京,1400647,仲川　輝人,NAKAGAWA Teruhito,FW,39,神奈川県,161,58,19920727,川崎フロンターレＵ－１５-川崎フロンターレＵ－１８-専修大-横浜Ｆ・マリノス-ＦＣ町田ゼルビア-横浜Ｆ・マリノス-アビスパ福岡-横浜Ｆ・マリノス,234,30,0,20150912,明治安田J1 2nd第10節,横浜FM,新潟,デンカＳ,20160918,明治安田J2第32節,町田,金沢,石川西部,1,27039,27039
249,Ｊ１百年構想,270,FC東京,1627742,野澤　零温,NOZAWA Leon,FW,28,東京都,174,69,20030721,アミーゴＦＣ-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８-ＦＣ東京-ＳＣ相模原-ＦＣ東京-松本山雅ＦＣ,42,0,26,20190831,明治安田J3第21節,Ｆ東23,岩手,いわスタ,20221113,明治安田J3第33節,相模原,いわき,ギオンス,1,606604,606604
249,Ｊ１百年構想,270,FC東京,1630184,小柏　剛,OGASHIWA Tsuyoshi,FW,11,群馬県,167,67,19980709,ファナティコス-大宮アルディージャＪｒユース-大宮アルディージャユース-明治大-北海道コンサドーレ札幌,83,0,0,20200815,明治安田J1第10節,札幌,川崎Ｆ,札幌ド,20210424,明治安田J1第11節,札幌,仙台,札幌厚別,1,254439,254439
249,Ｊ１百年構想,270,FC東京,1632774,長倉　幹樹,NAGAKURA Motoki,FW,26,埼玉県,177,71,19991007,ＮＥＯＳ　ＦＣ-浦和レッズＪｒユース-浦和レッズユース-順天堂大-東京ユナイテッドＦＣ-ザスパクサツ群馬-アルビレックス新潟-浦和レッズ-ＦＣ東京-浦和レッズ,64,26,0,20220816,明治安田J2第31節,群馬,横浜FC,ニッパツ,20220820,明治安田J2第32節,群馬,仙台,正田スタ,1,731251,731251
249,Ｊ１百年構想,270,FC東京,1635332,佐藤　恵允,SATO Kein,FW,16,東京都,179,77,20010711,バディＳＣ世田谷-実践学園高-明治大-ヴェルダーブレーメン／ドイツ,36,0,0,20250215,明治安田J1第1節,FC東京,横浜FC,ニッパツ,20250226,明治安田J1第3節,FC東京,名古屋,味スタ,1,801899,801899
249,Ｊ１百年構想,270,FC東京,1639139,マルセロ　ヒアン,MARCELO RYAN,FW,9,ブラジル,189,86,20020608,ＡＤコンフィアンサ／ブラジル-ＥＣバイーア／ブラジル-横浜ＦＣ-サガン鳥栖-ＦＣ東京-サガン鳥栖,83,9,0,20220827,明治安田J2第33節,横浜FC,町田,Ｇスタ,20220924,明治安田J2第38節,横浜FC,長崎,トラスタ,1,35615,35615
249,Ｊ１百年構想,270,FC東京,1642064,小湊　絆,KOMINATO Tsuna,FW,25,東京都,178,76,20041118,品川ＳＪＣ-横浜ＦＣＪｒユース-青森山田高-法政大在学中,1,0,0,20250824,明治安田J1第27節,FC東京,京都,味スタ,,,,,,1,1024367,898640
249,Ｊ１百年構想,270,FC東京,1643393,山口　太陽,YAMAGUCHI Taiyo,FW,88,,,,,,0,0,0,,,,,,,,,,,0,1023079,896125
249,Ｊ１百年構想,270,FC東京,1643410,尾谷　ディヴァインチネドゥ,OTANI Divine Chinedu,FW,55,東京都,191,86,20070504,いづみＦＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８,0,0,0,,,,,,,,,,,1,978601,
249,Ｊ１百年構想,123,東京Ｖ,1607363,馬渡　洋樹,MAWATARI Hiroki,GK,31,福岡県,187,82,19940816,福翔トナカイＦＣ　Ｕ－１５-東福岡高-鹿屋体育大-愛媛ＦＣ-川崎フロンターレ-愛媛ＦＣ-川崎フロンターレ-ファジアーノ岡山-湘南ベルマーレ-ファジアーノ岡山-湘南ベルマーレ,7,1,0,20170722,明治安田J2第24節,愛媛,松本,松本,,,,,,1,,
249,Ｊ１百年構想,123,東京Ｖ,1624403,長沢　祐弥,NAGASAWA Yuya,GK,21,静岡県,185,85,19960701,トライアングルＳＣ-ＡＣＮジュビロ沼津-藤枝東高-明治大-アスルクラロ沼津,0,6,37,20190519,明治安田J3第9節,沼津,八戸,ダイスタ,,,,,,1,798260,798260
249,Ｊ１百年構想,123,東京Ｖ,1629480,マテウス,MATHEUS,GK,1,ブラジル,190,80,19930410,ＳＣコリンチャンス　アカデミア／ブラジル-ＳＣコリンチャンス／ブラジル-フィゲイレンセＦＣ／ブラジル,76,133,0,20200711,明治安田J2第4節,東京Ｖ,大宮,ＮＡＣＫ,,,,,,1,798256,798256
249,Ｊ１百年構想,123,東京Ｖ,1645943,中村　圭佑,NAKAMURA Keisuke,GK,41,埼玉県,187,85,20050427,尾間木サッカースポーツ少年団-ＦＣ東京Ｕ－１５むさし-静岡学園高,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,123,東京Ｖ,1300182,宮原　和也,MIYAHARA Kazuya,DF,6,広島県,172,68,19960322,佐東ＦＣ-サンフレッチェ広島Ｊｒユース-サンフレッチェ広島ユース-サンフレッチェ広島-名古屋グランパス-サンフレッチェ広島-名古屋グランパス-サンフレッチェ広島-名古屋グランパス,191,82,7,20140301,J1第1節,広島,Ｃ大阪,ヤンマー,20150711,明治安田J1 2nd第1節,広島,仙台,ユアスタ,1,26911,26911
249,Ｊ１百年構想,123,東京Ｖ,1606879,松田　陸,MATSUDA Riku,DF,36,群馬県,176,70,19990503,美土里ＳＣ-前橋ＦＣ-前橋育英高-ガンバ大阪-ツエーゲン金沢-ジェフユナイテッド千葉,2,113,78,20180317,明治安田J3第2節,Ｇ大23,鹿児島,鴨池,20190721,明治安田J3第17節,Ｇ大23,Ｃ大23,ヤンマー,1,727365,727365
249,Ｊ１百年構想,123,東京Ｖ,1622187,鈴木　海音,SUZUKI Kaito,DF,15,静岡県,182,72,20020825,ジュビロ磐田Ｕ－１５-ジュビロ磐田Ｕ－１８-ジュビロ磐田-栃木ＳＣ-ジュビロ磐田,31,62,0,20200819,明治安田J2第13節,磐田,町田,Ｇスタ,20230423,明治安田J2第11節,磐田,金沢,石川西部,1,727115,727115
249,Ｊ１百年構想,123,東京Ｖ,1622199,佐古　真礼,SAKO Maaya,DF,29,東京都,193,88,20021202,東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-東京ヴェルディ-藤枝ＭＹＦＣ-東京ヴェルディ-ＡＣ長野パルセイロ-東京ヴェルディ-いわてグルージャ盛岡,0,4,43,20210321,明治安田J3第2節,藤枝,岐阜,藤枝サ,20210912,明治安田J3第18節,藤枝,今治,夢スタ,1,928984,815690
249,Ｊ１百年構想,123,東京Ｖ,1629919,深澤　大輝,FUKAZAWA Daiki,DF,23,東京都,174,70,19980821,西原少年ＳＣ-東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-中央大,35,76,0,20210516,明治安田J2第14節,東京Ｖ,北九州,味スタ,20211205,明治安田J2第42節,東京Ｖ,相模原,味スタ,1,798288,798288
249,Ｊ１百年構想,123,東京Ｖ,1632226,林　尚輝,HAYASHI Naoki,DF,4,大阪府,182,79,19980609,ＲＩＰ　ＡＣＥ　Ｊｒ-ＲＩＰ　ＡＣＥ　Ｊｒユース-立正大淞南高-大阪体育大-鹿島アントラーズ-東京ヴェルディ-鹿島アントラーズ-東京ヴェルディ-鹿島アントラーズ,52,23,0,20210620,明治安田J1第18節,鹿島,仙台,カシマ,20230408,明治安田J2第8節,東京Ｖ,清水,アイスタ,1,254521,254521
249,Ｊ１百年構想,123,東京Ｖ,1632232,田邉　秀斗,TANABE Shuto,DF,35,京都府,181,74,20020505,山田荘ＳＣ-奈良ＹＭＣＡＳＣＪｒユース-静岡学園高-川崎フロンターレ-ジェフユナイテッド千葉-川崎フロンターレ-ジェフユナイテッド千葉-川崎フロンターレ,18,17,0,20220730,明治安田J2第29節,千葉,岡山,Ｃスタ,,,,,,1,73677,73677
249,Ｊ１百年構想,123,東京Ｖ,1635351,内田　陽介,UCHIDA Yosuke,DF,22,埼玉県,167,65,20020820,熊谷さくらスポーツ少年団-熊谷東サッカースポーツ少年団-クマガヤＳＣ-青森山田高-明治大,10,0,0,20250915,明治安田J1第29節,東京Ｖ,FC東京,味スタ,,,,,,1,1003814,896120
249,Ｊ１百年構想,123,東京Ｖ,1635527,井上　竜太,INOUE Ryota,DF,5,埼玉県,186,85,20000725,伊奈小針中-武南高-立正大-ツエーゲン金沢-ブラウブリッツ秋田,1,42,33,20230219,明治安田J2第1節,金沢,東京Ｖ,味スタ,20240406,明治安田J3第8節,金沢,松本,ゴースタ,1,798192,798192
249,Ｊ１百年構想,123,東京Ｖ,1639000,吉田　泰授,YOSHIDA Taiju,DF,55,福島県,174,67,20000421,赤木ＳＳＳ-ラッセル郡山ＦＣ-尚志高-山梨学院大-モンテディオ山形,3,33,0,20220831,明治安田J2第8節,山形,岡山,ＮＤスタ,,,,,,1,798096,798096
